repo_url,repo_name,reason_skipped,current_hash,commits_used,commits_walked,commits_total,rtl_dir,dv_dir,test_cmd
https://github.com/pulp-platform/core2axi,core2axi,archived,,,,7,,,
https://github.com/ZipCPU/zbasic,zbasic,,,,,151,,,
https://github.com/ultraembedded/openFPGALoader,openFPGALoader,fork,,,,553,,,
https://github.com/pulp-platform/ri5cy_gnu_toolchain,ri5cy_gnu_toolchain,archived,,,,67,,,
https://github.com/ZipCPU/zipcpu,zipcpu,GPL-3.0 in source files (no top-level LICENSE),,,,826,,,
https://github.com/pulp-platform/debug_bridge,debug_bridge,archived,,,,69,,,
https://github.com/ultraembedded/openlogicbit,openlogicbit,not enough commits (5),,,,5,,,
https://github.com/ZipCPU/zipstormmx,zipstormmx,,,,,20,,,
https://github.com/ultraembedded/opensbi,opensbi,fork,,,,362,,,
https://github.com/pulp-platform/apb_node,apb_node,,,,,17,,,
https://github.com/ZipCPU/zipversa,zipversa,,,,,40,,,
https://github.com/ultraembedded/or1k-gcc,or1k-gcc,fork,,,,132774,,,
https://github.com/pulp-platform/apb2per,apb2per,,,,,11,,,
https://github.com/ultraembedded/or1k-src,or1k-src,fork,,,,119,,,
https://github.com/pulp-platform/apb_uart_sv,apb_uart_sv,archived,,,,8,,,
https://github.com/pulp-platform/fpu,fpu,archived,,,,80,,,
https://github.com/ultraembedded/orangecrab,orangecrab,not enough commits (2),,,,2,,,
https://github.com/ultraembedded/ps1-tests,ps1-tests,fork,,,,99,,,
https://github.com/pulp-platform/riscv-fesvr,riscv-fesvr,fork,,,,257,,,
https://github.com/ultraembedded/riscv,riscv,"TBs are SystemC+Verilator only (heavyweight), and bug fixes are squashed v1.X mega-commits that do not touch tb — walker yields 0 candidates",,,,48,core/riscv,top_tcm_axi/tb,
https://github.com/pulp-platform/riscv-torture,riscv-torture,fork,,,,267,,,
https://github.com/ultraembedded/riscv-compliance,riscv-compliance,fork,,,,166,,,
https://github.com/pulp-platform/riscv-test-env,riscv-test-env,archived,,,,87,,,
https://github.com/ultraembedded/riscv-cores-list,riscv-cores-list,fork,,,,84,,,
https://github.com/pulp-platform/apb_adv_timer,apb_adv_timer,,,,,14,,,
https://github.com/ultraembedded/riscv-gcc,riscv-gcc,fork,,,,336,,,
https://github.com/pulp-platform/L2_tcdm_hybrid_interco,L2_tcdm_hybrid_interco,archived,,,,5,,,
https://github.com/ultraembedded/riscv-gdb,riscv-gdb,fork,,,,24,,,
https://github.com/pulp-platform/apb_interrupt_cntrl,apb_interrupt_cntrl,,,,,16,,,
https://github.com/ultraembedded/riscv-glibc,riscv-glibc,fork,,,,31989,,,
https://github.com/pulp-platform/common_cells,common_cells,,,,,517,,,
https://github.com/ultraembedded/riscv-linux,riscv-linux,fork,,,,798727,,,
https://github.com/ultraembedded/riscv-linux-boot,riscv-linux-boot,not enough Verilog/SV (<5%),,,,8,,,
https://github.com/pulp-platform/tech_cells_generic,tech_cells_generic,TB uses non-fatal warnings/ instead of ; no exit-code pass/fail oracle without custom TB,,,,76,,,
https://github.com/ultraembedded/riscv-linux-prebuilt,riscv-linux-prebuilt,not enough Verilog/SV (<5%),,,,6,,,
https://github.com/pulp-platform/jtag_pulp,jtag_pulp,archived,,,,24,,,
https://github.com/ultraembedded/riscv-sw-test,riscv-sw-test,not enough Verilog/SV (<5%),,,,15,,,
https://github.com/pulp-platform/scm,scm,,,,,12,,,
https://github.com/ultraembedded/riscv32_linux_from_scratch,riscv32_linux_from_scratch,not enough Verilog/SV (<5%),,,,4,,,
https://github.com/pulp-platform/udma_core,udma_core,archived,,,,54,,,
https://github.com/ultraembedded/riscv_sbc,riscv_sbc,,,,,36,,,
https://github.com/pulp-platform/udma_uart,udma_uart,,,,,28,,,
https://github.com/ultraembedded/riscv_soc,riscv_soc,,,,,18,,,
https://github.com/ultraembedded/rp2040_blinky,rp2040_blinky,not enough Verilog/SV (<5%),,,,2,,,
https://github.com/pulp-platform/udma_qspi,udma_qspi,,,,,53,,,
https://github.com/ultraembedded/u-boot,u-boot,fork,,,,65574,,,
https://github.com/pulp-platform/udma_i2c,udma_i2c,,,,,35,,,
https://github.com/ultraembedded/uClibc-or1k,uClibc-or1k,fork,,,,8919,,,
https://github.com/pulp-platform/udma_i2s,udma_i2s,,,,,32,,,
https://github.com/ultraembedded/usb2sniffer,usb2sniffer,,,,,28,,,
https://github.com/ultraembedded/usb_sniffer,usb_sniffer,archived,,,,6,,,
https://github.com/pulp-platform/udma_camera,udma_camera,,,,,43,,,
https://github.com/ultraembedded/xc6_bus_pirate,xc6_bus_pirate,bad license: GPL-3.0,,,,13,,,
https://github.com/pulp-platform/hwpe-stream,hwpe-stream,Questa-only Makefile; relies on Bender-generated compile.tcl + vsim/vopt,,,,156,,,
https://github.com/ultraembedded/xchange,xchange,fork,,,,4,,,
https://github.com/pulp-platform/hwpe-ctrl,hwpe-ctrl,,,,,99,,,
https://github.com/pulp-platform/hwpe-mac-engine,hwpe-mac-engine,archived,,,,28,,,
https://github.com/pulp-platform/udma_sdio,udma_sdio,,,,,31,,,
https://github.com/pulp-platform/timer_unit,timer_unit,archived,,,,16,,,
https://github.com/pulp-platform/uvm-components,uvm-components,archived,,,,296,,,
https://github.com/pulp-platform/axi_mem_if,axi_mem_if,,,,,43,,,
https://github.com/pulp-platform/axi2per,axi2per,,,,,23,,,
https://github.com/pulp-platform/pulp-riscv-binutils-gdb,pulp-riscv-binutils-gdb,not enough Verilog/SV (<5%),,,,89456,,,
https://github.com/pulp-platform/pulp-riscv-gcc,pulp-riscv-gcc,not enough Verilog/SV (<5%),,,,153449,,,
https://github.com/pulp-platform/pulp-riscv-newlib,pulp-riscv-newlib,archived,,,,17502,,,
https://github.com/pulp-platform/pulp-riscv-gnu-toolchain,pulp-riscv-gnu-toolchain,not enough Verilog/SV (<5%),,,,612,,,
https://github.com/pulp-platform/archi,archi,archived,,,,344,,,
https://github.com/pulp-platform/hal,hal,archived,,,,274,,,
https://github.com/pulp-platform/pulp-rt,pulp-rt,archived,,,,763,,,
https://github.com/pulp-platform/pulp-rules,pulp-rules,archived,,,,56,,,
https://github.com/pulp-platform/runner,runner,archived,,,,182,,,
https://github.com/pulp-platform/pulp-sdk,pulp-sdk,not enough Verilog/SV (<5%),,,,109,,,
https://github.com/pulp-platform/pulp-tools,pulp-tools,archived,,,,297,,,
https://github.com/pulp-platform/pulp-rt-examples,pulp-rt-examples,archived,,,,62,,,
https://github.com/pulp-platform/pulp_soc,pulp_soc,DV in separate repo (pulpissimo); requires Bender + Questa,,,,475,,,
https://github.com/pulp-platform/pulpissimo,pulpissimo,"Bender + Questa/Vivado-only DV; bootrom regen + SDK required, no Verilator path",,,,765,,,
https://github.com/pulp-platform/generic_FLL,generic_FLL,archived,,,,4,,,
https://github.com/pulp-platform/dpi-models,dpi-models,archived,,,,84,,,
https://github.com/pulp-platform/json-tools,json-tools,archived,,,,56,,,
https://github.com/pulp-platform/style-guidelines,style-guidelines,archived,,,,58,,,
https://github.com/pulp-platform/hpca18-workshop,hpca18-workshop,archived,,,,5,,,
https://github.com/pulp-platform/axi2mem,axi2mem,,,,,27,,,
https://github.com/pulp-platform/axi_size_conv,axi_size_conv,archived,,,,4,,,
https://github.com/pulp-platform/per2axi,per2axi,,,,,16,,,
https://github.com/pulp-platform/event_unit_flex,event_unit_flex,,,,,26,,,
https://github.com/pulp-platform/mchan,mchan,archived,,,,35,,,
https://github.com/pulp-platform/icache-intc,icache-intc,archived,,,,3,,,
https://github.com/pulp-platform/icache_mp_128_pf,icache_mp_128_pf,archived,,,,10,,,
https://github.com/pulp-platform/pulp_cluster,pulp_cluster,,,,,528,,,
https://github.com/pulp-platform/pulp,pulp,Bender + Questa/Incisive-only DV; runs require pulp-runtime SDK and custom IP fetcher,,,,174,,,
https://github.com/pulp-platform/cluster_peripherals,cluster_peripherals,,,,,29,,,
https://github.com/pulp-platform/pulp-debug-bridge,pulp-debug-bridge,archived,,,,134,,,
https://github.com/pulp-platform/gvsoc,gvsoc,archived,,,,1023,,,
https://github.com/pulp-platform/ariane_timer,ariane_timer,archived,,,,23,,,
https://github.com/pulp-platform/axi,axi,,,,,1423,,,
https://github.com/pulp-platform/apb,apb,,,,,68,,,
https://github.com/pulp-platform/udma_jtag_fifo,udma_jtag_fifo,archived,,,,10,,,
https://github.com/pulp-platform/pulp-sdk-release,pulp-sdk-release,archived,,,,113,,,
https://github.com/pulp-platform/bender,bender,not enough Verilog/SV (<5%),,,,1050,,,
https://github.com/pulp-platform/pulp-configs,pulp-configs,archived,,,,501,,,
https://github.com/pulp-platform/tbtools,tbtools,,,,,40,,,
https://github.com/pulp-platform/trace_debugger,trace_debugger,,,,,512,,,
https://github.com/pulp-platform/udma_filter,udma_filter,,,,,27,,,
https://github.com/pulp-platform/pulp-training,pulp-training,archived,,,,38,,,
https://github.com/pulp-platform/axi_id_remap,axi_id_remap,archived,,,,22,,,
https://github.com/pulp-platform/fpga-support,fpga-support,archived,,,,45,,,
https://github.com/pulp-platform/cfmath,cfmath,archived,,,,9,,,
https://github.com/pulp-platform/axi_rab,axi_rab,archived,,,,289,,,
https://github.com/pulp-platform/libvmm,libvmm,archived,,,,28,,,
https://github.com/pulp-platform/archi-host,archi-host,archived,,,,17,,,
https://github.com/pulp-platform/hero-gcc-toolchain,hero-gcc-toolchain,archived,,,,62,,,
